A1,B1,C1,C3,D1,E1,F,G,H,I,D2,E2,A2,B2,C2,Target
2,0,0,0,0,0,39.89,1.95,0,13.46,0.0,0.0,1.49,0.0,0.0,0
91,0,0,0,0,0,36.15,0.2,0,158.17,0.0,0.0,5.75,0.0,0.0,0
1,0,0,0,0,0,40.11,3.98,0,75.45,0.0,0.0,0.13,0.0,0.0,0
2,0,0,0,0,0,42.95,2.18,0,4.99,0.0,0.0,4.01,0.0,0.0,0
1,0,0,0,0,0,41.41,7.02,0,0.81,0.0,0.0,12.36,0.0,0.0,0
1,0,0,0,0,0,19.19,16.94,1,20.04,0.0,0.0,0.5,0.0,0.0,0
12,0,0,0,0,0,42.21,0.58,0,18.38,0.0,0.0,6.53,0.0,0.0,0
1,0,0,0,0,0,36.05,0.18,0,0.95,0.0,0.0,10.57,0.0,0.0,0
24,0,0,0,0,0,38.56,8.76,0,53.22,0.0,0.0,4.51,0.0,0.0,0
4,0,0,0,0,0,4.77,29.01,1,28.42,0.0,0.0,1.41,0.0,0.0,0
29,0,0,0,0,0,48.23,1.16,0,60.0,0.0,0.0,4.83,0.0,0.0,0
5,0,0,0,0,0,18.91,21.87,1,12.23,0.0,0.0,4.09,0.0,0.0,0
2,0,0,0,0,0,65.81,18.1,1,1.32,0.0,0.0,15.13,0.0,0.0,0
1,0,0,0,0,0,63.33,14.9,1,1.23,0.0,0.0,8.15,0.0,0.0,0
524,0,0,0,0,1,35.43,12.28,0,390.63,0.0,0.03,13.41,0.0,0.0,0
3,0,0,0,0,0,39.75,1.03,0,17.17,0.0,0.0,1.75,0.0,0.0,0
2,0,0,0,0,0,29.49,14.8,1,5.25,0.0,0.0,3.81,0.0,0.0,0
5,0,0,0,0,0,29.91,7.43,1,15.34,0.0,0.0,3.26,0.0,0.0,0
1,0,0,0,0,0,35.2,0.93,0,13.26,0.0,0.0,0.75,0.0,0.0,0
1,0,0,0,0,0,35.26,0.87,0,20.54,0.0,0.0,0.49,0.0,0.0,0
42,0,0,0,0,0,47.17,0.11,0,45.34,0.0,0.0,9.26,0.0,0.0,0
1,0,0,0,0,0,55.1,6.67,0,0.83,0.0,0.0,12.0,0.0,0.0,0
1,0,0,0,0,0,43.61,4.01,0,1.34,0.0,0.0,7.48,0.0,0.0,0
127,0,0,0,0,0,53.3,0.62,0,114.5,0.0,0.0,11.09,0.0,0.0,0
31,4,0,0,0,0,39.66,1.2,0,36.99,0.0,0.0,8.38,108.15,0.0,0
1,0,0,0,0,0,39.15,2.49,0,1.48,0.0,0.0,6.76,0.0,0.0,0
55,0,0,0,0,0,47.96,0.9,0,76.83,0.0,0.0,7.16,0.0,0.0,0
1,0,0,0,0,0,42.71,6.84,1,0.58,0.0,0.0,17.15,0.0,0.0,0
3,0,0,0,0,0,30.93,10.7,1,1.49,0.0,0.0,20.17,0.0,0.0,0
2,0,3,1,0,0,44.7,18.1,1,10.53,0.0,0.0,1.9,0.0,284.87,0
1,0,0,0,0,0,44.46,8.59,1,2.52,0.0,0.0,3.97,0.0,0.0,0
2,0,0,0,0,0,39.49,4.81,0,3.99,0.0,0.0,5.02,0.0,0.0,0
1,0,0,0,0,0,33.81,5.78,0,4.03,0.0,0.0,2.48,0.0,0.0,0
4,0,0,0,0,0,30.13,11.51,1,2.25,0.0,0.0,17.8,0.0,0.0,0
1,0,0,0,0,0,47.49,5.85,0,1.05,0.0,0.0,9.48,0.0,0.0,0
2,0,0,0,0,0,35.34,4.25,0,1.29,0.0,0.0,15.47,0.0,0.0,0
1,0,0,0,0,0,46.74,2.07,0,31.5,0.0,0.0,0.32,0.0,0.0,0
1,0,0,0,0,0,45.38,5.79,0,0.65,0.0,0.0,15.38,0.0,0.0,0
2,0,0,0,0,0,43.78,3.0,0,11.51,0.0,0.0,1.74,0.0,0.0,0
32765,81,2,0,29,26,44.5,8.04,1,33863.34,0.01,0.01,9.68,2.39,0.06,0
46,0,0,0,0,0,51.57,7.27,0,365.95,0.0,0.0,1.26,0.0,0.0,0
16656,11,13,1,53,46,38.87,1.17,0,26477.56,0.02,0.02,6.29,0.42,0.49,0
4,0,0,0,0,0,38.53,2.18,0,3.73,0.0,0.0,10.72,0.0,0.0,0
28,0,0,0,0,0,42.13,2.62,0,28.87,0.0,0.0,9.7,0.0,0.0,0
24,0,0,0,0,0,50.05,2.99,1,53.14,0.0,0.0,4.52,0.0,0.0,0
8,0,0,0,0,0,48.32,2.18,0,254.39,0.0,0.0,0.31,0.0,0.0,0
1805,3,2,0,38,26,47.33,7.21,0,2028.06,0.19,0.13,8.9,1.48,0.99,0
26,0,0,0,0,0,47.34,0.27,0,60.0,0.0,0.0,4.33,0.0,0.0,0
149,0,1,0,0,0,40.05,0.08,0,311.11,0.0,0.0,4.79,0.0,3.21,0
4310,0,0,0,0,2,52.53,4.47,0,6201.33,0.0,0.0,6.95,0.0,0.0,0
81,0,0,0,0,0,43.05,0.41,0,131.9,0.0,0.0,6.14,0.0,0.0,0
20,0,0,0,0,0,40.47,3.82,0,39.67,0.0,0.0,5.04,0.0,0.0,0
149,0,0,0,0,0,46.19,6.22,1,322.06,0.0,0.0,4.63,0.0,0.0,0
1,0,0,0,0,0,45.39,9.52,1,0.55,0.0,0.0,18.08,0.0,0.0,0
5,0,0,0,0,0,35.45,6.19,0,4.99,0.0,0.0,10.03,0.0,0.0,0
36,0,0,0,0,0,32.27,1.99,0,53.95,0.0,0.0,6.67,0.0,0.0,0
1,0,0,0,0,0,29.25,1.03,0,3.02,0.0,0.0,3.31,0.0,0.0,0
1,0,0,0,0,0,34.59,5.0,0,0.56,0.0,0.0,18.02,0.0,0.0,0
2,0,0,0,0,0,19.53,24.76,1,5.24,0.0,0.0,3.82,0.0,0.0,0
1,0,9,4,0,0,36.55,0.13,0,36.31,0.0,0.0,0.28,0.0,247.89,0
4,0,0,0,0,0,51.16,9.53,0,1.81,0.0,0.0,22.15,0.0,0.0,0
47,0,0,0,0,0,46.57,3.68,0,69.19,0.0,0.0,6.79,0.0,0.0,0
87,0,0,0,2,0,45.69,1.38,0,120.0,0.17,0.0,7.25,0.0,0.0,0
2,0,0,0,0,0,39.06,1.72,0,5.95,0.0,0.0,3.36,0.0,0.0,0
2,0,0,0,0,0,34.55,1.58,0,100.56,0.0,0.0,0.2,0.0,0.0,0
82573,44,8,8,649,2347,36.54,0.8,0,160879.71,0.04,0.15,5.13,0.27,0.05,0
28347,4,2,1,25,0,44.28,8.27,1,30535.53,0.01,0.0,9.28,0.13,0.07,0
2,0,0,0,0,0,39.79,0.99,0,6.81,0.0,0.0,2.94,0.0,0.0,0
1,0,0,0,0,0,35.03,0.76,0,1.31,0.0,0.0,7.62,0.0,0.0,0
330,0,0,0,0,0,48.68,0.97,0,219.12,0.0,0.0,15.06,0.0,0.0,0
1,0,0,0,0,0,47.87,7.09,1,3.0,0.0,0.0,3.33,0.0,0.0,0
9,0,0,0,0,0,51.76,7.46,0,5.58,0.0,0.0,16.12,0.0,0.0,0
4,0,0,0,0,0,42.09,2.2,0,3.92,0.0,0.0,10.19,0.0,0.0,0
2,0,0,0,0,0,28.1,11.5,1,0.69,0.0,0.0,28.82,0.0,0.0,0
2,0,0,0,0,0,37.27,1.14,0,20.01,0.0,0.0,1.0,0.0,0.0,0
14,0,0,0,0,0,33.14,3.54,0,17.43,0.0,0.0,8.03,0.0,0.0,0
1,0,0,0,0,0,40.54,0.24,0,5.99,0.0,0.0,1.67,0.0,0.0,0
1,0,0,0,0,0,38.71,6.32,0,0.76,0.0,0.0,13.12,0.0,0.0,0
3546,0,0,0,0,0,42.54,1.68,0,3688.6,0.0,0.0,9.61,0.0,0.0,0
13,0,0,0,0,0,31.83,15.88,1,21.7,0.0,0.0,5.99,0.0,0.0,0
3,0,0,0,0,0,40.51,1.12,0,4.49,0.0,0.0,6.69,0.0,0.0,0
4,0,0,0,0,0,37.36,3.42,0,12.89,0.0,0.0,3.1,0.0,0.0,0
2917,0,0,0,0,0,44.03,3.68,0,1849.09,0.0,0.0,15.78,0.0,0.0,0
175,1,0,0,0,0,46.7,0.37,0,180.0,0.0,0.0,9.72,5.56,0.0,0
137,0,0,0,0,0,34.42,1.45,0,132.95,0.0,0.0,10.3,0.0,0.0,0
24204,17,0,0,9,59,36.43,2.49,0,36215.76,0.0,0.02,6.68,0.47,0.0,0
149,0,0,0,25,1,59.78,0.43,0,152.18,1.64,0.07,9.79,0.0,0.0,0
5,0,0,0,0,0,38.67,2.11,0,20.28,0.0,0.0,2.47,0.0,0.0,0
11,0,0,0,0,0,48.99,0.93,0,39.42,0.0,0.0,2.79,0.0,0.0,0
41,0,0,0,0,0,49.79,5.5,0,31.09,0.0,0.0,13.19,0.0,0.0,0
27,0,0,0,0,0,60.98,12.3,1,28.62,0.0,0.0,9.43,0.0,0.0,0
3,0,0,0,0,0,38.82,2.69,0,42.68,0.0,0.0,0.7,0.0,0.0,0
27,0,0,0,0,0,54.5,6.44,0,127.25,0.0,0.0,2.12,0.0,0.0,0
1,0,0,0,0,0,34.51,1.29,0,1.07,0.0,0.0,9.3,0.0,0.0,0
1,0,0,0,0,0,38.93,1.85,0,13.18,0.0,0.0,0.76,0.0,0.0,0
4,0,0,0,0,0,39.39,1.39,0,14.99,0.0,0.0,2.67,0.0,0.0,0
1,0,0,0,0,0,37.95,2.08,0,1.63,0.0,0.0,6.13,0.0,0.0,0
2,0,0,0,0,0,36.05,1.29,0,5.18,0.0,0.0,3.86,0.0,0.0,0
2565,3,5,0,27,7,49.98,2.7,0,2216.59,0.12,0.03,11.57,1.35,2.26,0
1,0,0,0,0,0,35.0,0.8,0,2.47,0.0,0.0,4.06,0.0,0.0,0
1,0,0,0,0,0,34.88,1.25,0,82.81,0.0,0.0,0.12,0.0,0.0,0
869,0,0,0,0,0,34.32,6.54,1,916.29,0.0,0.0,9.48,0.0,0.0,0
2,0,0,0,0,0,43.98,2.34,0,2.25,0.0,0.0,8.89,0.0,0.0,0
1,0,0,0,0,0,43.93,4.5,0,1.12,0.0,0.0,8.93,0.0,0.0,0
18,0,0,0,0,0,43.19,0.14,0,25.13,0.0,0.0,7.16,0.0,0.0,0
1,0,0,0,0,0,34.22,1.58,0,1.58,0.0,0.0,6.33,0.0,0.0,0
1,0,0,0,0,0,42.57,2.97,0,1.7,0.0,0.0,5.9,0.0,0.0,0
3,0,0,0,0,0,41.49,6.21,0,1.39,0.0,0.0,21.54,0.0,0.0,0
1,0,0,0,0,0,35.02,1.11,0,59.17,0.0,0.0,0.17,0.0,0.0,0
1,0,0,0,0,0,42.95,1.72,0,77.86,0.0,0.0,0.13,0.0,0.0,0
1,0,0,0,0,0,33.71,2.09,0,5.81,0.0,0.0,1.72,0.0,0.0,0
3,0,0,0,0,0,17.41,2.04,0,8.63,0.0,0.0,3.48,0.0,0.0,0
1,0,0,0,0,0,43.27,1.4,0,66.02,0.0,0.0,0.15,0.0,0.0,0
23,0,0,0,0,2,47.93,0.86,0,36.03,0.0,0.56,6.38,0.0,0.0,0
2542,0,0,0,25,8,33.29,2.58,0,2828.09,0.09,0.03,8.99,0.0,0.0,0
219,0,0,0,0,0,37.66,3.2,0,235.58,0.0,0.0,9.3,0.0,0.0,0
1104,0,1,1,0,0,38.18,2.68,0,1280.42,0.0,0.0,8.62,0.0,0.78,0
1,0,0,0,0,0,21.22,14.57,1,1.01,0.0,0.0,9.87,0.0,0.0,0
26,0,0,0,0,0,49.32,5.99,1,86.21,0.0,0.0,3.02,0.0,0.0,0
28,0,0,0,0,0,43.78,7.63,0,34.67,0.0,0.0,8.08,0.0,0.0,0
13,0,0,0,0,0,45.58,5.0,0,9.68,0.0,0.0,13.42,0.0,0.0,0
1,0,0,0,0,0,43.73,3.15,0,2.86,0.0,0.0,3.5,0.0,0.0,0
34,0,0,0,0,0,41.23,0.37,0,36.4,0.0,0.0,9.34,0.0,0.0,0
2,0,0,0,0,0,20.89,23.41,1,5.8,0.0,0.0,3.45,0.0,0.0,0
9,0,0,0,0,0,45.1,2.47,0,25.36,0.0,0.0,3.55,0.0,0.0,0
2,0,0,0,0,0,57.04,15.4,1,4.63,0.0,0.0,4.32,0.0,0.0,0
1,0,0,0,0,0,45.25,0.67,0,7.28,0.0,0.0,1.37,0.0,0.0,0
1,0,0,0,0,0,33.77,2.02,0,1.52,0.0,0.0,6.6,0.0,0.0,0
2,0,0,0,0,0,33.83,7.81,0,1.01,0.0,0.0,19.72,0.0,0.0,0
4,0,0,0,0,0,47.39,6.61,1,13.59,0.0,0.0,2.94,0.0,0.0,0
123,7,0,0,0,0,46.25,1.43,0,298.63,0.0,0.0,4.12,23.44,0.0,0
4,0,0,0,0,0,39.97,0.81,0,12.89,0.0,0.0,3.1,0.0,0.0,0
1,0,0,0,0,0,38.05,10.38,1,0.82,0.0,0.0,12.2,0.0,0.0,0
7,0,0,0,0,0,38.01,2.77,0,21.16,0.0,0.0,3.31,0.0,0.0,0
1,0,0,0,0,0,34.88,1.25,0,42.82,0.0,0.0,0.23,0.0,0.0,0
22,0,0,0,0,0,67.03,13.57,1,32.5,0.0,0.0,6.77,0.0,0.0,0
1,0,0,0,0,0,33.84,1.96,0,1.39,0.0,0.0,7.22,0.0,0.0,0
7,0,0,0,0,0,53.79,9.49,0,12.13,0.0,0.0,5.77,0.0,0.0,0
45922,4,4,0,48,85,37.23,2.52,0,52437.92,0.01,0.02,8.76,0.08,0.08,0
43292,8,7,6,93,30,45.73,2.77,0,60388.32,0.02,0.0,7.17,0.13,0.12,0
8,0,0,0,0,0,39.45,1.33,0,19.05,0.0,0.0,4.2,0.0,0.0,0
60,0,0,0,0,0,30.06,3.72,0,86.85,0.0,0.0,6.91,0.0,0.0,0
1,0,0,0,0,0,34.97,1.16,0,29.43,0.0,0.0,0.34,0.0,0.0,0
54,0,0,0,0,0,43.19,7.06,0,166.99,0.0,0.0,3.23,0.0,0.0,0
1,0,0,0,0,0,37.13,3.65,0,6.99,0.0,0.0,1.43,0.0,0.0,0
2,0,0,0,0,0,47.17,5.53,0,1.31,0.0,0.0,15.31,0.0,0.0,0
32,0,0,0,0,0,35.39,8.9,0,35.95,0.0,0.0,8.9,0.0,0.0,0
353,0,0,0,0,0,38.95,1.91,0,437.25,0.0,0.0,8.07,0.0,0.0,0
6,0,0,0,0,0,58.18,10.86,0,27.56,0.0,0.0,2.18,0.0,0.0,0
1,0,124,14,0,0,45.78,2.89,0,43.37,0.0,0.0,0.23,0.0,2859.45,0
1,0,0,0,0,0,45.88,6.28,0,1.07,0.0,0.0,9.36,0.0,0.0,0
126797,12,4,2,121,17,47.31,0.38,0,160845.51,0.01,0.0,7.88,0.07,0.02,0
2,0,0,0,0,0,34.96,9.33,0,5.78,0.0,0.0,3.46,0.0,0.0,0
5,0,0,0,0,0,39.44,1.34,0,14.43,0.0,0.0,3.47,0.0,0.0,0
1,0,0,0,0,0,38.8,9.63,1,0.58,0.0,0.0,17.09,0.0,0.0,0
3,0,0,0,0,0,39.49,0.1,0,1.03,0.0,0.0,29.18,0.0,0.0,0
538,0,0,0,25,0,37.89,1.86,0,766.2,0.33,0.0,7.02,0.0,0.0,0
5,0,0,0,0,0,41.25,3.05,0,3.32,0.0,0.0,15.06,0.0,0.0,0
6,0,0,0,0,0,36.84,0.15,0,8.17,0.0,0.0,7.34,0.0,0.0,0
1,0,0,0,0,0,99.61,52.29,1,65.59,0.0,0.0,0.15,0.0,0.0,0
1,0,0,0,0,0,44.45,3.67,0,6.99,0.0,0.0,1.43,0.0,0.0,0
2,0,0,0,0,0,35.86,1.48,0,10.36,0.0,0.0,1.93,0.0,0.0,0
1,0,0,0,0,0,18.86,17.27,1,86.68,0.0,0.0,0.12,0.0,0.0,0
92,0,0,0,0,0,46.61,0.46,0,100.0,0.0,0.0,9.2,0.0,0.0,0
66,0,0,0,0,0,60.31,14.45,1,111.57,0.0,0.0,5.92,0.0,0.0,0
2,0,0,0,0,0,65.46,17.75,1,1.35,0.0,0.0,14.83,0.0,0.0,0
2,0,0,0,0,0,31.67,7.93,1,1.1,0.0,0.0,18.2,0.0,0.0,0
1,0,0,0,0,0,33.64,2.7,0,3.33,0.0,0.0,3.0,0.0,0.0,0
7,0,0,0,0,0,41.65,0.88,0,17.6,0.0,0.0,3.98,0.0,0.0,0
19815,13,1,0,0,0,43.92,0.6,0,25980.62,0.0,0.0,7.63,0.5,0.04,0
306,0,0,0,0,25,54.04,0.11,0,258.05,0.0,0.97,11.86,0.0,0.0,0
1,0,0,0,0,0,37.6,1.47,0,26.7,0.0,0.0,0.37,0.0,0.0,0
1,0,0,0,0,0,44.62,8.75,1,0.64,0.0,0.0,15.6,0.0,0.0,0
1,0,0,0,0,0,35.71,0.43,0,27.84,0.0,0.0,0.36,0.0,0.0,0
6,0,0,0,0,0,41.23,0.46,0,33.99,0.0,0.0,1.77,0.0,0.0,0
1,0,13,3,0,0,49.35,8.23,1,63.99,0.0,0.0,0.16,0.0,203.14,0
1,0,0,0,0,0,34.27,1.53,0,2.28,0.0,0.0,4.38,0.0,0.0,0
3,0,0,0,0,0,34.99,1.15,0,14.6,0.0,0.0,2.05,0.0,0.0,0
1,0,0,0,0,0,35.07,1.06,0,61.42,0.0,0.0,0.16,0.0,0.0,0
120,0,0,0,0,0,37.73,1.86,0,119.6,0.0,0.0,10.03,0.0,0.0,0
3,0,0,0,0,0,34.24,7.4,0,2.13,0.0,0.0,14.05,0.0,0.0,0
835,0,0,0,0,0,43.23,2.37,0,1105.64,0.0,0.0,7.55,0.0,0.0,0
1,0,0,0,0,0,59.5,11.79,0,1.16,0.0,0.0,8.64,0.0,0.0,0
1,0,0,0,0,0,31.24,8.35,1,1.12,0.0,0.0,8.95,0.0,0.0,0
6,2,0,0,0,0,50.99,1.81,0,136.86,0.0,0.0,0.44,14.61,0.0,0
1399,0,0,0,0,0,47.08,0.63,0,863.45,0.0,0.0,16.2,0.0,0.0,0
21,0,0,0,0,0,39.04,1.01,0,20.64,0.0,0.0,10.18,0.0,0.0,0
3,0,0,0,0,0,48.39,6.76,0,1.87,0.0,0.0,16.08,0.0,0.0,0
9,0,0,0,0,0,30.51,13.78,1,22.73,0.0,0.0,3.96,0.0,0.0,0
7,0,0,0,0,0,43.03,2.25,0,15.2,0.0,0.0,4.6,0.0,0.0,0
1,0,0,0,0,0,37.55,3.23,0,8.95,0.0,0.0,1.12,0.0,0.0,0
1,0,0,0,0,0,30.62,8.98,1,1.4,0.0,0.0,7.15,0.0,0.0,0
1,0,0,0,0,0,40.31,0.71,0,0.77,0.0,0.0,13.0,0.0,0.0,0
1,0,0,0,0,0,37.48,1.34,0,18.37,0.0,0.0,0.54,0.0,0.0,0
32,0,0,0,0,0,37.01,5.63,0,63.29,0.0,0.0,5.06,0.0,0.0,0
36,0,0,0,0,0,35.73,4.02,0,94.36,0.0,0.0,3.82,0.0,0.0,0
57,0,0,0,0,0,43.96,2.61,0,92.82,0.0,0.0,6.14,0.0,0.0,0
1,0,0,0,0,0,28.48,13.16,1,1.37,0.0,0.0,7.32,0.0,0.0,0
9,0,0,0,0,0,31.89,1.61,0,32.77,0.0,0.0,2.75,0.0,0.0,0
9,0,0,0,0,0,44.09,7.75,1,11.66,0.0,0.0,7.72,0.0,0.0,0
37,0,0,0,0,0,34.91,1.22,0,122.47,0.0,0.0,3.02,0.0,0.0,0
3,0,0,0,0,0,29.27,15.02,1,10.78,0.0,0.0,2.78,0.0,0.0,0
1,0,0,0,0,0,36.11,0.57,0,5.16,0.0,0.0,1.94,0.0,0.0,0
27,0,0,0,0,0,38.69,9.67,1,65.25,0.0,0.0,4.14,0.0,0.0,0
1,0,0,0,0,0,41.48,2.6,0,8.67,0.0,0.0,1.15,0.0,0.0,0
2,0,0,0,0,0,49.49,5.2,0,4.45,0.0,0.0,4.5,0.0,0.0,0
25,0,0,0,0,0,42.59,0.04,0,74.68,0.0,0.0,3.35,0.0,0.0,0
1,0,0,0,0,0,44.11,4.02,0,1.74,0.0,0.0,5.74,0.0,0.0,0
2512,0,0,0,0,0,48.06,7.2,1,2665.68,0.0,0.0,9.42,0.0,0.0,0
8,0,0,0,0,0,53.48,5.42,0,25.17,0.0,0.0,3.18,0.0,0.0,0
1,0,0,0,0,0,35.82,7.45,1,11.37,0.0,0.0,0.88,0.0,0.0,0
2,0,0,0,0,0,38.93,0.05,0,11.85,0.0,0.0,1.69,0.0,0.0,0
1,0,0,0,0,0,46.51,1.93,0,26.07,0.0,0.0,0.38,0.0,0.0,0
14,0,0,0,0,0,37.17,1.3,0,14.24,0.0,0.0,9.83,0.0,0.0,0
1,0,0,0,0,0,27.07,21.0,1,22.67,0.0,0.0,0.44,0.0,0.0,0
1,0,0,0,0,0,52.32,8.03,0,3.75,0.0,0.0,2.67,0.0,0.0,0
3,0,0,0,0,0,45.18,9.05,1,39.58,0.0,0.0,0.76,0.0,0.0,0
139690,24,49,37,236,48,40.25,0.74,0,249053.27,0.01,0.0,5.61,0.1,0.2,0
92,0,0,0,0,0,34.89,0.76,0,129.41,0.0,0.0,7.11,0.0,0.0,0
224,2,5,0,51,3,51.21,4.25,0,1531.63,0.33,0.02,1.46,1.31,3.26,0
3,0,0,0,0,0,39.08,2.74,0,5.8,0.0,0.0,5.18,0.0,0.0,0
1,0,0,0,0,0,35.04,1.09,0,13.31,0.0,0.0,0.75,0.0,0.0,0
9,0,0,0,0,0,45.05,2.26,0,70.03,0.0,0.0,1.29,0.0,0.0,0
39,0,0,0,0,0,45.12,1.95,1,60.0,0.0,0.0,6.5,0.0,0.0,0
3,0,0,0,0,0,32.37,7.23,1,2.31,0.0,0.0,12.96,0.0,0.0,0
1,0,0,0,0,0,31.34,1.06,0,2.44,0.0,0.0,4.1,0.0,0.0,0
2,0,0,0,0,0,35.51,8.79,0,6.05,0.0,0.0,3.31,0.0,0.0,0
3,0,0,0,0,0,42.74,3.14,0,1.84,0.0,0.0,16.31,0.0,0.0,0
1,0,0,0,0,0,35.23,0.9,0,26.97,0.0,0.0,0.37,0.0,0.0,0
1672,7,0,0,25,25,22.78,0.1,0,1746.65,0.14,0.14,9.57,4.01,0.0,0
22,0,0,0,0,0,37.63,4.0,0,17.47,0.0,0.0,12.6,0.0,0.0,0
30,0,0,0,0,0,47.49,6.15,0,59.77,0.0,0.0,5.02,0.0,0.0,0
12,0,0,0,0,0,35.51,6.3,1,10.07,0.0,0.0,11.92,0.0,0.0,0
10,0,0,0,0,0,11.94,29.69,1,41.34,0.0,0.0,2.42,0.0,0.0,0
1,0,0,0,0,0,39.92,2.11,0,56.37,0.0,0.0,0.18,0.0,0.0,0
2,0,0,0,0,0,29.51,14.78,1,5.0,0.0,0.0,4.0,0.0,0.0,0
6,0,0,0,0,0,56.57,12.28,0,23.56,0.0,0.0,2.55,0.0,0.0,0
60,0,0,0,0,0,54.13,6.07,0,119.36,0.0,0.0,5.03,0.0,0.0,0
17796,0,0,0,41,1,41.32,6.39,0,11235.19,0.04,0.0,15.84,0.0,0.0,0
2455,14,0,0,76,84,45.06,1.88,0,2075.49,0.37,0.4,11.83,6.75,0.0,0
2,0,0,0,0,0,34.26,5.34,0,1.33,0.0,0.0,15.06,0.0,0.0,0
37,0,0,0,0,0,46.19,0.87,0,60.0,0.0,0.0,6.17,0.0,0.0,0
3,0,0,0,0,0,37.75,1.85,0,2.14,0.0,0.0,14.0,0.0,0.0,0
1,0,0,0,0,0,34.18,1.62,0,1.26,0.0,0.0,7.91,0.0,0.0,0
5,0,0,0,0,0,35.34,6.3,0,3.69,0.0,0.0,13.54,0.0,0.0,0
33732,4,1,0,156,7,37.25,3.33,0,102976.32,0.02,0.0,3.28,0.04,0.01,0
3,0,0,0,0,0,41.9,2.4,0,3.35,0.0,0.0,8.95,0.0,0.0,0
1,0,0,0,75,51,44.37,0.3,0,142.98,5.25,3.57,0.07,0.0,0.0,0
1,0,0,0,0,0,24.27,24.16,1,0.65,0.0,0.0,15.46,0.0,0.0,0
0,0,0,0,25,25,31.46,4.88,1,14.42,17.34,17.34,0.0,0.0,0.0,1
56,0,0,0,0,0,46.56,0.51,0,80.0,0.0,0.0,7.0,0.0,0.0,0
1,0,0,0,0,0,45.89,6.29,0,0.88,0.0,0.0,11.42,0.0,0.0,0
100,0,0,0,0,0,47.35,0.28,0,120.0,0.0,0.0,8.33,0.0,0.0,0
1,0,0,0,0,0,35.44,0.36,0,1.27,0.0,0.0,7.89,0.0,0.0,0
3,0,0,0,0,0,40.93,0.84,0,4.48,0.0,0.0,6.7,0.0,0.0,0
1,0,0,0,0,0,48.17,0.46,0,1.61,0.0,0.0,6.2,0.0,0.0,0
17,0,0,0,0,0,33.11,8.7,1,27.59,0.0,0.0,6.16,0.0,0.0,0
1,0,0,0,0,0,34.93,1.21,0,62.14,0.0,0.0,0.16,0.0,0.0,0
6,0,0,0,0,0,44.31,0.02,0,31.45,0.0,0.0,1.91,0.0,0.0,0
4,0,0,0,0,0,38.91,2.72,0,1.75,0.0,0.0,22.86,0.0,0.0,0
32,0,0,0,0,0,53.25,5.19,0,32.26,0.0,0.0,9.92,0.0,0.0,0
117,0,0,0,0,0,36.81,7.49,0,88.92,0.0,0.0,13.16,0.0,0.0,0
2,0,0,0,0,0,48.32,6.69,0,1.07,0.0,0.0,18.62,0.0,0.0,0
31,0,0,0,0,0,46.5,0.56,0,40.0,0.0,0.0,7.75,0.0,0.0,0
36,0,0,0,0,0,48.89,1.82,1,55.31,0.0,0.0,6.51,0.0,0.0,0
3,0,0,0,0,0,39.99,0.79,0,17.99,0.0,0.0,1.67,0.0,0.0,0
16,0,0,0,0,0,47.14,0.08,0,20.0,0.0,0.0,8.0,0.0,0.0,0
1,0,0,0,0,0,38.72,0.88,0,1.22,0.0,0.0,8.2,0.0,0.0,0
42,0,0,0,0,0,46.41,1.27,0,72.03,0.0,0.0,5.83,0.0,0.0,0
9,0,0,0,0,0,37.43,3.35,0,14.86,0.0,0.0,6.06,0.0,0.0,0
20,0,0,0,0,0,18.58,1.7,0,56.45,0.0,0.0,3.54,0.0,0.0,0
59,0,0,0,0,0,50.5,9.72,1,58.6,0.0,0.0,10.07,0.0,0.0,0
640,0,0,0,5,0,37.85,10.83,1,512.31,0.1,0.0,12.49,0.0,0.0,0
20,0,0,0,0,0,39.79,0.63,0,32.34,0.0,0.0,6.18,0.0,0.0,0
7,0,0,0,0,0,47.3,0.77,0,23.7,0.0,0.0,2.95,0.0,0.0,0
18,0,0,0,0,0,39.68,0.93,0,30.07,0.0,0.0,5.99,0.0,0.0,0
1,0,0,0,0,0,38.87,2.74,0,4.22,0.0,0.0,2.37,0.0,0.0,0
41,0,0,0,0,0,47.89,0.18,0,27.86,0.0,0.0,14.72,0.0,0.0,0
1,0,0,0,0,0,34.91,1.22,0,137.66,0.0,0.0,0.07,0.0,0.0,0
6,0,0,0,0,0,41.04,0.77,0,17.38,0.0,0.0,3.45,0.0,0.0,0
1,0,2,1,0,0,44.14,4.29,0,1.1,0.0,0.0,9.08,0.0,1816.53,0
6,0,0,0,0,0,30.65,17.06,1,14.03,0.0,0.0,4.28,0.0,0.0,0
1,0,0,0,0,0,38.1,2.68,0,9.0,0.0,0.0,1.11,0.0,0.0,0
1,0,0,0,0,0,33.84,2.03,0,1.05,0.0,0.0,9.53,0.0,0.0,0
3,0,0,0,0,0,48.42,6.79,0,1.36,0.0,0.0,21.98,0.0,0.0,0
1,0,0,0,0,0,58.37,10.66,0,1.02,0.0,0.0,9.84,0.0,0.0,0
22,0,0,0,0,0,38.55,4.09,0,26.35,0.0,0.0,8.35,0.0,0.0,0
1184,0,0,0,0,0,37.32,3.55,0,1199.88,0.0,0.0,9.87,0.0,0.0,0
12,0,0,0,0,0,39.87,2.76,0,31.82,0.0,0.0,3.77,0.0,0.0,0
